pH,EC,light %,Water level
6.393526993,1.596579843,0.719510876,7.396407501
6.393167288,1.608339522,0.710085315,7.208842079
6.391409216,1.600933788,0.707595634,7.316796602
6.391962881,1.607039465,0.716795287,7.281954193
6.392624157,1.602334137,0.718602504,7.388720024
6.394754075,1.596063565,0.705094245,7.317014337
6.392049098,1.598877924,0.716452336,7.291550732
6.393863201,1.598642853,0.702785276,7.204691016
6.39344816,1.590818004,0.712065479,7.378715477
6.392993169,1.600754851,0.712389967,7.393989372
6.393737693,1.597331286,0.712635605,7.273318088
6.392379055,1.608965143,0.71481472,7.24531041
6.391497689,1.599028424,0.714619814,7.364647594
6.390576168,1.591115019,0.713489138,7.33311111
6.391415703,1.608597256,0.711917716,7.287937436
6.393656314,1.593252374,0.719218471,7.24450648
6.394959501,1.596396836,0.715968723,7.315593708
6.394473105,1.600695466,0.708586655,7.216733096
6.393071627,1.607114188,0.71618638,7.280080763
6.393052118,1.598552724,0.707502471,7.259732248
6.391843892,1.599790774,0.702130191,7.355929842
6.393199199,1.604335382,0.705786257,7.327533006
6.393541994,1.595906564,0.717100767,7.300167243
6.394285436,1.60600559,0.700516318,7.299054235
6.390524172,1.609149692,0.715644869,7.344700025
6.392442874,1.604402395,0.706488454,7.240872964
6.39169684,1.597019361,0.702252697,7.382551298
6.394518798,1.608590511,0.708129186,7.373439035
6.390851753,1.605607944,0.711830221,7.323709354
6.391607458,1.593431848,0.712022658,7.370024307
6.392662734,1.608530744,0.704079641,7.312512439
6.393165127,1.594680248,0.709702165,7.229110765
6.391762366,1.595184194,0.711270605,7.230926403
6.393606081,1.608081123,0.706123921,7.384438929
6.391407997,1.609711325,0.709533977,7.30866626
6.393229298,1.607214145,0.704529919,7.269609187
6.39015945,1.596959979,0.701277778,7.277181671
6.390009153,1.602332401,0.718340423,7.323784422
6.390570395,1.605335299,0.705975046,7.378701622
6.394874074,1.604654472,0.707505229,7.245418288
6.393986073,1.594682597,0.700041877,7.307792967
6.393314129,1.601998871,0.705565712,7.282296884
6.392766823,1.599706373,0.701078538,7.332379306
6.394620652,1.604334026,0.706694959,7.230780211
6.390792512,1.591458217,0.712740595,7.348839972
6.392205523,1.596493396,0.706339814,7.268228492
6.393901672,1.596861597,0.719589634,7.393119133
6.392421957,1.602793183,0.711058846,7.221534202
6.391244393,1.596058926,0.705195521,7.237980126
6.39044275,1.59681116,0.715311528,7.316011561
6.392225457,1.595352696,0.701554625,7.304511129
6.390408078,1.609221237,0.708403569,7.343728454
6.392038217,1.59292439,0.707262192,7.365356739
6.391694878,1.592456914,0.718248768,7.379700309
6.390312993,1.592998196,0.704817869,7.338519114
6.391444511,1.607652078,0.718290682,7.393846399
6.394421345,1.594692064,0.713006475,7.337066388
6.394041842,1.594449273,0.703433331,7.21284376
6.392883538,1.595527924,0.71228198,7.310329443
6.39062501,1.600447255,0.713142609,7.290422721
6.393666487,1.602528572,0.711232871,7.344893898
6.391234819,1.598189874,0.71292115,7.230049621
6.390349721,1.594786178,0.707540694,7.386340371
6.394130011,1.60085257,0.713409195,7.399643254
6.391220314,1.606930146,0.719788489,7.321890252
6.39388379,1.601255662,0.715946599,7.242836509
6.393864877,1.601490017,0.710585716,7.274679012
6.393078891,1.592891066,0.711297019,7.267847915
6.390251133,1.606973497,0.711876678,7.392384149
6.393170245,1.595935922,0.715771258,7.256429043
6.39199778,1.590018802,0.710033515,7.276421904
6.393089532,1.592744816,0.70919252,7.380262275
6.393429901,1.591576246,0.716799999,7.303546521
6.39455646,1.602580201,0.714902998,7.284674489
6.391004963,1.608689345,0.705278958,7.38606838
6.393113886,1.603227571,0.712318876,7.344562703
6.391411774,1.601284574,0.706638403,7.294050846
6.390342047,1.598418949,0.703734519,7.27122799
6.392017344,1.599806091,0.717170583,7.255619257
6.393829219,1.593890881,0.707610192,7.337113333
6.394824572,1.598207448,0.716241522,7.371090143
6.393331556,1.6069191,0.71328448,7.230748713
6.392044414,1.608206514,0.705542757,7.306595652
6.393996969,1.602020791,0.712529138,7.33319932
6.394360928,1.602337914,0.719358768,7.243500444
6.392503806,1.603463574,0.711709514,7.328154166
6.392333153,1.591208572,0.711682807,7.222669233
6.393895019,1.592438603,0.706654772,7.333278801
6.394935434,1.60680491,0.711029471,7.338916575
6.392931512,1.591428393,0.703722733,7.361149504
6.391369111,1.60194286,0.700387265,7.254851921
6.390277282,1.605361958,0.715066704,7.320454154
6.393278259,1.593746209,0.707736176,7.381657277
6.390593964,1.609369434,0.700231345,7.234307681
6.391854319,1.594386002,0.717217466,7.204877631
6.393239488,1.594217441,0.718210274,7.234396212
6.390950354,1.600113873,0.713801274,7.306056428
6.39023854,1.590793935,0.718160819,7.239281948
6.390600761,1.591124115,0.714979203,7.330113093
6.392434253,1.605804186,0.712870998,7.328888433
6.393694486,1.606462835,0.707640517,7.383893335
6.390673346,1.605158457,0.717741805,7.397206102
6.390165332,1.591637353,0.706481312,7.297449475
6.393254135,1.606222542,0.708572906,7.301456986
6.394191407,1.593219935,0.716639706,7.298295174
6.391477541,1.59408811,0.701797208,7.285484297
6.391572969,1.592453309,0.701287464,7.388957747
6.393721003,1.59354621,0.718586315,7.236262764
6.394519872,1.599090512,0.719653436,7.372585685
6.391484459,1.59927508,0.701217617,7.269380678
6.39400998,1.602742039,0.713135339,7.332330391
6.393982524,1.590158887,0.714120971,7.325249235
6.392469042,1.605079365,0.718426503,7.214820922
6.391890118,1.607659597,0.7056403,7.313557307
6.391551392,1.590126474,0.70537623,7.308744493
6.391169744,1.601038643,0.70516763,7.242252104
6.394004184,1.601037723,0.702192344,7.38217369
6.391495952,1.609438953,0.71999247,7.286332683
6.391010896,1.593618413,0.70897544,7.25162109
6.39270311,1.596439216,0.705355296,7.228824467
6.390874875,1.606352469,0.717773593,7.387302108
6.39349324,1.59185051,0.713159939,7.361315083
6.392006394,1.59023572,0.707182976,7.398255653
6.393123628,1.601115553,0.707338509,7.222633628
6.393311505,1.608447282,0.71150179,7.355866233
6.394271102,1.598431817,0.719880845,7.387661479
6.391155766,1.608729091,0.704564297,7.216402808
6.39459278,1.608406289,0.704544711,7.32813128
6.394724994,1.595281365,0.711001043,7.324392598
6.391106902,1.604023627,0.718751165,7.203864598
6.394614618,1.606582881,0.714032332,7.20777084
6.390261113,1.591829914,0.717080296,7.376806535
6.393671381,1.597792639,0.70061503,7.395868033
6.392813381,1.59009927,0.712720102,7.336482162
6.391190236,1.59015156,0.701510832,7.235637415
6.393621497,1.591581208,0.709428497,7.386301458
6.393753579,1.603657232,0.703315613,7.32090162
6.391587185,1.603941237,0.708781644,7.232970655
6.393764099,1.592906478,0.700767854,7.331932195
6.391346255,1.609193755,0.703843497,7.217379753
6.391732076,1.597409325,0.711912441,7.31420741
6.394019578,1.609031346,0.703107775,7.350268457
6.390960884,1.593806691,0.710745479,7.211549459
6.394143234,1.590206059,0.710495807,7.370134411
6.392827296,1.600547401,0.717570309,7.383425781
6.39140022,1.595907562,0.703903073,7.274078277
6.394813224,1.601872863,0.701205367,7.290276849
6.392701006,1.595296442,0.717701413,7.299894538
6.391702368,1.595411092,0.714287553,7.28510238
6.39476199,1.597571265,0.702256068,7.246498505
6.392880412,1.607061362,0.707202053,7.242085031
6.390433852,1.600572284,0.703673367,7.380690061
6.392352951,1.603876981,0.711141818,7.389258924
6.390907335,1.597285588,0.718651289,7.368057316
6.393203649,1.594640064,0.704744247,7.297176231
6.393939611,1.605999656,0.706619051,7.354627444
6.394650099,1.592406369,0.707532135,7.22323673
6.390343182,1.604153846,0.71193331,7.324515167
6.394467089,1.602742374,0.718620132,7.312630249
6.393512133,1.598741733,0.701623004,7.397860259
6.39013223,1.591321715,0.719590127,7.214632861
6.394264182,1.599179893,0.711535051,7.273281853
6.394931293,1.595225172,0.715517282,7.355391523
6.391314206,1.592260751,0.705966661,7.297644601
6.390528064,1.605024888,0.714902157,7.22244933
6.394834151,1.606986862,0.715691457,7.24197635
6.394646763,1.599293211,0.711822909,7.37887541
6.394736531,1.594960677,0.70340273,7.394367579
6.390255373,1.600283388,0.713148177,7.256762036
6.390903542,1.595360052,0.704829902,7.216115405
6.390931828,1.60423327,0.719829649,7.342435307
6.391006244,1.596690075,0.701242951,7.371881104
6.390360889,1.607740411,0.702217275,7.33710256
6.392879588,1.60869628,0.705831562,7.33785635
6.392141894,1.602051769,0.711279846,7.372126588
6.394310374,1.607294085,0.703143494,7.226710068
6.393672816,1.603505677,0.715014808,7.344119351
6.392615602,1.593716994,0.71263369,7.227156374
6.394137731,1.601303539,0.716665046,7.217215813
6.394853744,1.59155298,0.716001586,7.399380175
6.390717833,1.59892614,0.70746404,7.207838859
6.394576128,1.607950374,0.700612831,7.222740641
6.391241006,1.605785114,0.700494668,7.2370394
6.391636279,1.598418454,0.702682477,7.38235325
6.393691728,1.597326173,0.710272617,7.37890396
6.394831888,1.60596693,0.713166955,7.219637434
6.39434872,1.602351004,0.704022985,7.306188746
6.393538648,1.605195812,0.719795596,7.245230989
6.393154813,1.600135289,0.710967932,7.367716611
6.39094551,1.603132752,0.709667435,7.290112817
6.390597384,1.60779164,0.706795352,7.28729697
6.39232408,1.592293295,0.702248919,7.255600644
6.390124308,1.596500583,0.700285154,7.227010085
6.390056466,1.604723301,0.71070405,7.239208145
6.390811988,1.60471986,0.707140238,7.275567544
6.392720576,1.602545261,0.719113952,7.32033272
6.391030311,1.599242295,0.707897524,7.356134839
6.391285957,1.601994513,0.713632981,7.394534735
6.390141846,1.596393336,0.716371627,7.253026376
6.392271491,1.593284284,0.711352584,7.234021582
6.394121319,1.599499701,0.707945199,7.368457986
6.391403818,1.59552071,0.711670708,7.347912559
6.390036608,1.603015711,0.709276127,7.37162904
6.393494648,1.609823305,0.711400493,7.278772428
6.390930431,1.602216046,0.702426805,7.385659344
6.391729153,1.598867855,0.711003576,7.370535781
6.394335947,1.592132058,0.719898705,7.369921958
6.394835063,1.599120814,0.702233476,7.392400063
6.394525537,1.602188966,0.710917834,7.232000368
6.391743957,1.598389313,0.712730576,7.320182843
6.393042176,1.596952439,0.713073946,7.299537143
6.391936387,1.599365473,0.70559252,7.224351054
6.391988481,1.606501593,0.711351455,7.325796034
6.390239049,1.600761572,0.705312449,7.287960011
6.392783657,1.595446577,0.715523065,7.255604987
6.394566799,1.606803874,0.715971441,7.278194487
6.394056407,1.598985126,0.700695209,7.225542474
6.392458753,1.604140229,0.715801777,7.382802534
6.393163055,1.606857488,0.711105554,7.278565327
6.391079451,1.606003164,0.700731794,7.258400127
6.392200001,1.598014318,0.717539064,7.384665112
6.391624296,1.599226212,0.71121864,7.289360637
6.3929544,1.600494419,0.701983341,7.336851448
6.39486863,1.590667406,0.702205686,7.398871105
6.390744294,1.600411901,0.700568346,7.352372982
6.392247187,1.594992633,0.714525037,7.240782895
6.394849251,1.593647597,0.702676666,7.238952582
6.3902426,1.601468139,0.706848155,7.334438618
6.390214858,1.599208763,0.704433959,7.306474188
6.393428075,1.591026637,0.704035144,7.313935181
6.392122409,1.607554651,0.706193337,7.202219484
6.391384448,1.600372377,0.708206572,7.289865185
6.390897448,1.607061998,0.715135263,7.301429531
6.391106129,1.596977279,0.700993719,7.390982438
6.392748887,1.603258068,0.713406931,7.214633268
6.391843664,1.606941595,0.7098258,7.339275425
6.390824467,1.595917605,0.704312248,7.296436371
6.393104087,1.607037899,0.701699495,7.28678584
6.390314109,1.609488048,0.706761457,7.254839014
6.392135053,1.590469144,0.714455075,7.368545794
6.39054562,1.597888018,0.717347006,7.284706699
6.393243852,1.599447983,0.707631855,7.213065047
6.393818856,1.608193019,0.706442032,7.292645337
6.390594279,1.595877869,0.719803283,7.214167822
6.393040946,1.596052283,0.717560146,7.349579377
6.393234593,1.605663784,0.701522896,7.388594475
6.39323472,1.590838693,0.701782685,7.278682027
6.392719723,1.596052382,0.71946936,7.234089421
6.394758536,1.603474191,0.708675432,7.314164542
6.390424723,1.609847963,0.712166782,7.278269432
6.394605377,1.591505922,0.705593678,7.283207819
6.393895294,1.590074287,0.707154957,7.314280298
6.393296184,1.590792449,0.706155606,7.262278783
6.390030308,1.602024592,0.714588067,7.365774345
6.393989161,1.596121497,0.717948643,7.220209977
6.390367957,1.606521777,0.710660483,7.365397943
6.394298823,1.602190935,0.711576028,7.296797791
6.392577697,1.597343408,0.714015156,7.319785299
6.390984716,1.604231489,0.710999597,7.203371276
6.393670208,1.591121134,0.705600443,7.233712272
6.393116019,1.598364747,0.716492285,7.372406239
6.391109679,1.605931267,0.716129728,7.200460349
6.39439493,1.597791125,0.708620419,7.264657666
6.390637902,1.597827657,0.703410587,7.231456028
6.391391436,1.595683968,0.716397984,7.208245215
6.392673151,1.602823308,0.718850866,7.261937842
6.394758502,1.597025387,0.709169748,7.278729957
6.391912085,1.60559718,0.715517096,7.26540802
6.394560156,1.609261054,0.715168305,7.22311909
6.391384547,1.607531261,0.705484726,7.290386314
6.392255839,1.598648264,0.718985051,7.334674685
6.391380229,1.592953685,0.703785995,7.275871559
6.394626394,1.602634964,0.713207648,7.22950609
6.394579543,1.601906379,0.715149129,7.275085422
6.391243338,1.60247714,0.704962084,7.390000456
6.391579662,1.596912816,0.71531178,7.306778136
6.391285422,1.604212504,0.705366085,7.223477714
6.390108638,1.607434894,0.703421079,7.212147731
6.391142909,1.607361544,0.706683589,7.23076767
6.3937049,1.59651463,0.700802433,7.304310419
6.391595163,1.59302356,0.703436251,7.222495504
6.391974331,1.594258367,0.7174972,7.351867763
6.392333551,1.601309275,0.711331397,7.350993988
6.390781826,1.597040068,0.705787274,7.351241117
6.391251944,1.597329225,0.706848842,7.379576994
6.39467357,1.591199546,0.712604135,7.29457971
6.392175662,1.596375709,0.708726089,7.31296407
6.394993484,1.604703015,0.707869677,7.225280493
6.394482553,1.599478695,0.715175658,7.288141225
6.392195112,1.600389193,0.706523593,7.309504443
6.392470684,1.592797627,0.718166341,7.241074147
6.394072166,1.591285096,0.701831093,7.28225444
6.393054678,1.599602677,0.705432236,7.219557835
6.390437299,1.607365983,0.71273746,7.215569025
6.391209701,1.60499933,0.70964406,7.304857085
6.392910798,1.60215677,0.716575342,7.37321154
6.394374115,1.601900758,0.703682929,7.306819876
6.390946942,1.600610825,0.709876895,7.330897749
6.392436458,1.604954073,0.712052102,7.242357696
6.39084522,1.600343209,0.712292689,7.326806926
6.39415987,1.601787296,0.70546217,7.393077571
6.391382092,1.593100337,0.700526465,7.280769738
6.394181953,1.603827943,0.710794004,7.389180354
6.390715631,1.593370963,0.706239642,7.354079109
6.392556268,1.597847849,0.708293321,7.292450242
6.392202474,1.597035063,0.704486925,7.233666083
6.394909433,1.598627388,0.709372461,7.34058933
6.393030869,1.596549188,0.713385034,7.285561711
6.390438895,1.591404313,0.717004203,7.216315054
6.392515562,1.600168474,0.719932981,7.206767957
6.391072002,1.591824808,0.715163725,7.218690654
6.392635216,1.596816367,0.718337133,7.335721921
6.394572996,1.595712165,0.708400644,7.333564661
6.390973295,1.604606149,0.719607375,7.215916202
6.393404341,1.590648183,0.714556144,7.216555192
6.393339268,1.595881949,0.715160912,7.245643433
6.394777483,1.597294396,0.705079521,7.333667108
6.392026355,1.601626045,0.708656359,7.203762337
6.3922156,1.602110258,0.708986581,7.370487584
6.393775201,1.600115024,0.718961485,7.237185616
6.394375932,1.598767525,0.700374682,7.245568457
6.39416602,1.591965805,0.703531743,7.297138052
6.392748062,1.606923417,0.701900861,7.340922571
6.394856725,1.608474495,0.708809144,7.278570964
6.391241031,1.601238231,0.705307793,7.264481652
6.391188262,1.609637121,0.709476819,7.24555774
6.392409229,1.606992922,0.70799853,7.274633533
6.392984904,1.606038847,0.718632823,7.225946447
6.393187254,1.609100832,0.702067568,7.303219349
6.392509995,1.594256372,0.719973858,7.306411321
6.390395463,1.593752502,0.712983878,7.382989251
6.393103323,1.598723758,0.700833401,7.391522876
6.393772466,1.60696414,0.71558551,7.298788174
6.390166747,1.594824459,0.713118526,7.351149805
6.390318887,1.607879358,0.714591305,7.266162189
6.390261197,1.603430402,0.702581897,7.32056
6.392384176,1.606059756,0.702488401,7.324033895
6.391185699,1.604138954,0.703025962,7.273184196
6.392183494,1.59898027,0.708674409,7.395860404
6.392053235,1.609083247,0.702794256,7.2510614
6.394317187,1.59830929,0.718662129,7.275283678
6.392816222,1.60469125,0.711825436,7.333889899
6.39344162,1.591729449,0.709610671,7.233595046
6.392078286,1.607115706,0.715312812,7.38695152
6.390389124,1.59695059,0.703482069,7.343335981
6.391969231,1.605813996,0.709597775,7.29718167
6.392867617,1.605608198,0.715983873,7.379089443
6.391791713,1.603081292,0.707916056,7.323978529
6.391941243,1.59074187,0.719527452,7.270069691
6.393545682,1.596916428,0.718171063,7.345470654
6.391250033,1.597991162,0.706516981,7.32311917
6.390262738,1.603053239,0.70819644,7.377931987
6.394387706,1.607666501,0.717120342,7.241523172
6.39432745,1.605120052,0.70318317,7.20782283
6.394311693,1.606494086,0.703743538,7.321313955
6.391555458,1.594398836,0.714409842,7.284461495
6.393152627,1.605101723,0.702063965,7.347323229
6.39074431,1.600388186,0.716228654,7.355609879
6.390173507,1.606634856,0.711685956,7.267083803
6.392795168,1.596958724,0.714312622,7.274224606
6.393213342,1.600167941,0.700762122,7.315247419
6.391502087,1.604155495,0.703731836,7.330827125
6.39040474,1.597464314,0.712910556,7.33893655
6.393940854,1.596987861,0.715791303,7.216483259
6.392930661,1.606656361,0.707459405,7.35971112
6.390839317,1.597303875,0.71892908,7.353157906
6.393203993,1.594969458,0.714357081,7.216817799
6.394419882,1.603042437,0.719016593,7.205764203
6.393916851,1.602868944,0.705858365,7.356852968
6.394665404,1.597809941,0.70707165,7.328378805
6.393105675,1.599018753,0.710716187,7.273547662
6.391458169,1.59078878,0.718204133,7.335532408
6.390951998,1.597281945,0.707614621,7.220958549
6.390719449,1.604933532,0.706185406,7.224912747
6.39215859,1.595717552,0.704584925,7.25482527
6.394001875,1.601888874,0.717067446,7.293595363
6.39339972,1.595871598,0.719827314,7.366441278
6.391361318,1.590150681,0.716446189,7.259766236
6.392251512,1.605739726,0.715507786,7.319704549
6.390988271,1.600295338,0.712432007,7.374791095
6.39020623,1.60219171,0.716247635,7.364711643
6.390923331,1.601879131,0.701235619,7.383914357
6.392355924,1.601837497,0.711614722,7.21390507
6.391461425,1.603588408,0.71540344,7.373752123
6.394601217,1.598063493,0.70841091,7.278524226
6.390988888,1.599635784,0.700560628,7.244008483
6.3905005,1.605851163,0.719717875,7.30170953
6.392898145,1.606112979,0.700166055,7.246556958
6.39483637,1.591909322,0.702074197,7.213973344
6.390865771,1.596581066,0.716924119,7.200753794
6.391580219,1.602739926,0.717728063,7.231656306
6.391076954,1.59168351,0.706958876,7.375747228
6.393213539,1.594717486,0.70828236,7.239212237
6.39418949,1.603685087,0.716058909,7.332440223
6.391075737,1.609237984,0.717637967,7.348915373
6.392749701,1.608808834,0.711484604,7.300472993
6.392742635,1.593737614,0.716535307,7.247970447
6.390569911,1.599363112,0.703594528,7.270378275
6.392641853,1.608957318,0.701540673,7.363988315
6.390665039,1.593749922,0.718634445,7.252711398
6.390330651,1.597817255,0.709959574,7.261364804
6.393513063,1.597416295,0.71540475,7.218840068
6.391488051,1.602352055,0.700709876,7.388451287
6.393911455,1.593130643,0.706860892,7.258923007
6.390102629,1.593907325,0.705333259,7.284381679
6.393459771,1.597922687,0.707875627,7.371029975
6.394176504,1.600900687,0.719905684,7.330256229
6.392825533,1.607131362,0.713754588,7.254293435
6.393685074,1.593022411,0.714425063,7.313295291
6.392679099,1.596239001,0.700638074,7.308432324
6.393258739,1.60408257,0.702624534,7.206664373
6.39151298,1.592852302,0.70802808,7.293276706
6.394380258,1.602056792,0.700948873,7.230352146
6.391739931,1.600233464,0.705938007,7.239168192
6.394741856,1.608073695,0.700211519,7.247360512
6.390715133,1.596596189,0.704165954,7.399420015
6.394492548,1.598491629,0.702032624,7.249532087
6.993628288,1.541049239,0.798200075,6.43918077
6.860563534,1.525705603,0.818412983,6.424457534
6.870118359,1.514427643,0.789483481,6.420847613
6.910833449,1.505504671,0.813212095,6.419718259
6.757809675,1.518447968,0.799848831,6.434323465
6.577045726,1.53280389,0.812533528,6.423849163
6.769801841,1.51748041,0.786935026,6.413705146
6.852041225,1.530720722,0.787570981,6.438780124
6.716331847,1.549124917,0.798443853,6.405044135
7.088095306,1.505205739,0.811201891,6.420055606
6.968692724,1.543627991,0.783016689,6.401651781
6.944114324,1.538654629,0.791043841,6.444519596
6.683699394,1.515757785,0.784731841,6.422767046
6.601731705,1.548755918,0.786938453,6.430995983
6.970602366,1.539533947,0.791781307,6.425878179
6.879083204,1.517154473,0.78353404,6.444147496
7.010481756,1.512708505,0.804517374,6.435949905
6.674111106,1.505354858,0.809445755,6.411149537
7.024544728,1.506501083,0.800161175,6.429491654
6.945088139,1.522168964,0.805740246,6.422158312
6.650178137,1.500133269,0.794908577,6.442984418
6.590886858,1.509113389,0.788149721,6.432271405
6.596889379,1.510483788,0.799413432,6.436075754
6.879834014,1.50186721,0.809233256,6.440256342
6.783117767,1.509231187,0.81328299,6.42910776
7.074104344,1.503764452,0.807608639,6.433715601
6.64572428,1.500528051,0.802556749,6.428617819
7.008706319,1.528322178,0.808744928,6.446383354
7.074261803,1.533739696,0.819172973,6.445076534
6.607279179,1.533040078,0.783037564,6.421231366
6.873497872,1.543621374,0.814051695,6.416340268
6.77562844,1.510272981,0.802809922,6.406318919
6.800285963,1.519878923,0.804570183,6.429811438
6.760949632,1.548945102,0.781471535,6.432780073
6.529221713,1.505731583,0.780495649,6.438174025
6.896140631,1.519426194,0.794278673,6.41858997
6.593409153,1.51452156,0.795349881,6.418037372
6.775052806,1.506978251,0.79701481,6.406566573
7.07822874,1.51599634,0.813789413,6.415459118
6.899397161,1.511414591,0.809710151,6.419881515
6.967736929,1.515109523,0.81356358,6.422875258
7.036402217,1.542616801,0.790875638,6.433040528
7.077016149,1.524578921,0.80521507,6.404837405
6.549093839,1.511841178,0.79015531,6.413996958
7.01552164,1.542724328,0.804478305,6.438525145
6.842741885,1.500865468,0.815439846,6.436998491
6.500817976,1.502786418,0.809471432,6.411743317
7.008941694,1.522425251,0.81661699,6.448401386
6.775523478,1.548232011,0.791699123,6.428443918
6.507529042,1.500878148,0.790024075,6.429207418
6.689422341,1.511134442,0.793053032,6.419604717
6.542179036,1.545346284,0.785973978,6.401203005
7.037665386,1.538268981,0.784593038,6.425897036
6.6533368,1.509925283,0.816493373,6.444022402
7.048011562,1.545028342,0.780355629,6.428058622
6.861468405,1.514880742,0.806947343,6.434188971
6.603982604,1.510121498,0.804514139,6.43377079
6.505767728,1.526712306,0.803280007,6.402250656
6.53009299,1.530097177,0.817322006,6.421357136
6.655901867,1.547674866,0.810647737,6.423074045
6.745433348,1.539761237,0.819650681,6.40171984
6.573010274,1.503563613,0.816688897,6.435750888
7.027774632,1.51741874,0.791433658,6.428757462
6.941554641,1.51869785,0.802510791,6.401332542
7.072999223,1.541151062,0.787023461,6.412417982
6.971175805,1.532931055,0.787685203,6.439806923
6.972076488,1.542730729,0.79526344,6.436859418
6.768180051,1.539171558,0.807586372,6.409407251
6.99761252,1.522757787,0.79949318,6.407857884
6.578483865,1.531033484,0.785999286,6.423546341
6.571714517,1.530106007,0.783709339,6.428773224
6.993106183,1.518741964,0.812887305,6.425267153
6.687783327,1.50896322,0.807788768,6.413193442
6.660383276,1.530430508,0.796770404,6.41696285
6.785337244,1.501957526,0.8032041,6.425005435
6.675300534,1.537238257,0.808387638,6.412035313
6.785685209,1.508893181,0.785729666,6.41371845
6.691655291,1.546900985,0.792479186,6.406775264
6.645444269,1.501423568,0.788936247,6.443011496
6.77599285,1.548472245,0.781192907,6.444854714
7.008111139,1.537214643,0.783261577,6.420262295
7.02750304,1.528609862,0.806989585,6.411999768
6.930281896,1.504063711,0.786811471,6.438790215
6.51761106,1.506618201,0.805476264,6.404190983
6.931798168,1.546261244,0.786863188,6.42104853
6.988563533,1.509405996,0.799387639,6.444032203
6.768058991,1.511476928,0.815798555,6.414850139
6.893246033,1.523120053,0.806867918,6.421249282
6.802957376,1.501223293,0.798766343,6.426922678
6.536439913,1.533431326,0.800895826,6.413650862
6.884446851,1.538948887,0.780948412,6.432096617
6.966829645,1.521692908,0.816276548,6.402079217
7.045743795,1.549971463,0.818703142,6.423241313
6.812403686,1.536513707,0.783842833,6.41314129
7.08173814,1.534944157,0.785581533,6.445478672
6.735200066,1.544238888,0.815808084,6.446235496
6.83112998,1.537759209,0.808006131,6.400891995
6.522437989,1.501309614,0.798749698,6.405689554
7.092493251,1.545782396,0.811876881,6.445299672
6.578981131,1.5305161,0.808243193,6.40615975
6.815106347,1.527140475,0.81558606,6.404725884
6.76850516,1.541503378,0.811559768,6.424892569
6.7624854,1.541986039,0.799863188,6.420005651
7.007722227,1.509926625,0.819464841,6.423609721
6.885789569,1.547600069,0.814624057,6.443073855
6.693899241,1.522352013,0.792926851,6.421081757
6.703441483,1.520555152,0.786320453,6.416159097
6.7883263,1.51339293,0.785740787,6.433203005
6.987677689,1.547786213,0.790809907,6.427782134
7.005569929,1.50257806,0.793528001,6.434198565
6.992876589,1.531004295,0.816522007,6.409217738
6.67767693,1.526513027,0.811714946,6.412056831
6.930197596,1.509140336,0.800534203,6.409924228
6.605913835,1.530580293,0.800313477,6.449188492
6.766720446,1.511744186,0.815647215,6.429597436
6.680872942,1.500349394,0.806411124,6.443935047
6.770705264,1.543231998,0.787406425,6.405936132
6.646304606,1.519468112,0.786802996,6.41224937
6.961277237,1.51582172,0.815977949,6.440214719
6.61771694,1.535081661,0.785599122,6.409593083
6.576143269,1.534657614,0.789449577,6.409113348
6.831982463,1.536953335,0.786629536,6.427822708
6.950144334,1.509723039,0.803172061,6.436366068
6.755239803,1.536434579,0.81458305,6.422783473
6.721073962,1.548223136,0.811337438,6.409305823
6.574460147,1.545791906,0.787565398,6.441035413
6.884217891,1.527152039,0.786292539,6.428752067
6.620011572,1.543244686,0.800353169,6.414194068
6.775944233,1.504324131,0.804530608,6.407233159
6.671520796,1.521616474,0.816962222,6.432745947
6.500342269,1.542718009,0.80004899,6.419149255
6.593096291,1.53217816,0.819818878,6.40926185
7.005966471,1.507432987,0.791488841,6.401792621
6.899347502,1.508167538,0.799549366,6.410122067
6.93709529,1.512045998,0.780938288,6.422553895
6.853867591,1.53648966,0.797358223,6.445230961
6.516918019,1.50413786,0.799697426,6.419954019
7.077420292,1.510883176,0.783991976,6.419604497
6.860637049,1.548834267,0.813834569,6.40207231
6.529745023,1.512853932,0.787313008,6.412234182
6.514954698,1.513460478,0.794338413,6.444392456
6.538568746,1.506628683,0.790478786,6.448168185
6.725045561,1.506146793,0.806654374,6.408782553
6.765807117,1.530560926,0.819435596,6.430578135
6.541002454,1.512817662,0.816645256,6.423218042
7.038128651,1.515027992,0.782594925,6.434368787
6.906350353,1.548386736,0.798894106,6.430086266
6.994944171,1.545256907,0.810452899,6.438001388
6.990175537,1.543281693,0.819929437,6.427073832
7.018674637,1.52958291,0.782336359,6.404194112
7.054513585,1.510914103,0.806102058,6.418667669
6.595969909,1.503995211,0.819063115,6.401768259
6.792952501,1.511570457,0.783799262,6.446234419
6.806973674,1.549768029,0.817172259,6.445401002
6.731750539,1.536403514,0.792260542,6.416095046
6.622501722,1.510959781,0.792498213,6.40522569
6.713587608,1.546383007,0.803282225,6.425883736
6.833880025,1.52817699,0.809929109,6.422380418
6.66455714,1.530735543,0.784833157,6.431212172
6.853601122,1.519905427,0.781956916,6.426815396
7.004635273,1.52055234,0.817196977,6.416275849
7.031336599,1.518050339,0.795486436,6.401525108
6.542652716,1.546520589,0.817890568,6.430191177
6.648779569,1.522437687,0.793987916,6.442451947
6.635516342,1.538788011,0.806398867,6.449805963
